URL link,Title,Date,Source,Source Link,description,keywords,og:description,twitter:description,article:section,article:summary,article text,@id,@context,@type,publisher,headline,image,datePublished,dateModified,author,isAccessibleForFree,hasPart,mainEntityOfPage,itemListElement,url,logo,@graph,audio,isPartOf,breadcrumb,potentialAction
https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3Lm1lZGlhYmFzay5ldXMvZXUvaW5mb19tYnNrLzIwMjEwMjE4L2h1cGktbC1pbnRlbGxpZ2VuY2UtYXJ0aWZpY2llbGxlLWF1LWNvZXVyLWR1LXBheXMtYmFzcXVl0gFsaHR0cHM6Ly93d3cubWVkaWFiYXNrLmV1cy9ldS9pbmZvX21ic2svYW1wLzIwMjEwMjE4L2h1cGktbC1pbnRlbGxpZ2VuY2UtYXJ0aWZpY2llbGxlLWF1LWNvZXVyLWR1LXBheXMtYmFzcXVl?oc=5,Hupi : l’intelligence artificielle au cœur du Pays Basque - Mediabask Actu,2021-02-18,Mediabask Actu,https://www.mediabask.eus,"« Ancré au Pays Basque français et espagnol et de proximité ». Sur son site internet, Hupi.eus, l’entre...",,"« Ancré au Pays Basque français et espagnol et de proximité ». Sur son site internet, Hupi.eus, l’entre...","« Ancré au Pays Basque français et espagnol et de proximité ». Sur son site internet, Hupi.eus, l’entre...",Ekonomia,N/A,N/A,,http://schema.org,NewsArticle,"{'@type': 'Organization', 'url': 'https://www.mediabask.eus/eu', 'name': 'MEDIABASK', 'logo': {'@type': 'ImageObject', 'url': 'https://www.mediabask.eus/media/asset_publics/resources/001/114/398/original/mediabask.png', 'width': 405, 'height': 100}}",Hupi : l’intelligence artificielle au cœur du Pays Basque,"{'@type': 'ImageObject', 'url': 'https://www.mediabask.eus/media/asset_publics/resources/000/775/069/original/Hupi_2.jpeg', 'width': 1200, 'height': 900}",2021-02-18T07:35:00+01:00,2021-02-18T12:18:17+01:00,Willy Roux,,,https://www.mediabask.eus/eu/info_mbsk/20210218/hupi-l-intelligence-artificielle-au-coeur-du-pays-basque,,,,,,,,
https://news.google.com/rss/articles/CBMijgFodHRwczovL3d3dy5mdXR1cmEtc2NpZW5jZXMuY29tL3NjaWVuY2VzL2FjdHVhbGl0ZXMvZXBpdGEtaW50ZWxsaWdlbmNlLWFydGlmaWNpZWxsZS1vcHBvcnR1bml0ZS1tZW5hY2UtcmVwb25zZS1lcGlzb2RlLTItd2Vic2VyaWUtZXBpdGEtODU3MDQv0gEA?oc=5,L'intelligence artificielle : opportunité ou menace ? Réponse dans l'épisode 2 de la websérie d'EPITA - Futura,2021-02-18,Futura,https://www.futura-sciences.com,"Objet de fantasmes et de contre-vérités en tout genre, l’intelligence artificielle (IA) n’a pas fini d’alimenter les débats. Pour « En vrai », EPITA révèle sur ce second épisode ce qui relève de la science-fiction et fait le point sur l’utilisation de l’intelligence artificielle dans notre quotidien. Futura revient sur cet épisode 2.","epita, ionis, ingénieur ia, automatisation, intelligence artficielle, applications de l'intelligence artificielle, risques intelligence artificielle, dangers de l'intelligence artificielle, école epita, Skillz","Objet de fantasmes et de contre-vérités en tout genre, l’intelligence artificielle (IA) n’a pas fini d’alimenter les débats. Pour « En vrai », EPITA révèle sur ce second épisode ce qui relève de...","Objet de fantasmes et de contre-vérités en tout genre, l’intelligence artificielle (IA) n’a pas fini d’alimenter les débats. Pour « En vrai », EPITA révèle sur ce second épisode ce qui relève de...",N/A,N/A,"skillzactualitésL'intelligence artificielle : oppor...L'intelligence artificielle : opportunité ou menace ? Réponse dans l'épisode 2 de la websérie d'EPITA EPITAIonisactualité• 2 MinObjet de fantasmes et de contre-vérités en tout genre, l’intelligence artificielle (IA) n’a pas fini d’alimenter les débats. Pour « En vrai », EPITA révèle sur ce second épisode ce qui relève de la science-fiction et fait le point sur l’utilisation de l’intelligence artificielle dans notre quotidien. Futura revient sur cet épisode 2. au sommaireL’intelligence artificielle va tous nous remplacer… Vraiment ?Intelligence artificielle : une application possible dans de nombreux secteursLes craintes liées à l’intelligence artificielleÀ lire aussiCela vous intéressera aussiA.I. Intelligence ArtificielleIntelligence Artificielle, Ex Machina, Her, Robocop, Minority Report, I RobotRobot... On ne compte plus le nombre de films ayant pour « héros » principal l'intelligence artificielle. Cette profusion de scénarios alimente souvent l'imagination et fait la part belle aux idées fausses. EPITA se propose de restaurer la vérité sur l'intelligence artificielle et de la redéfinir correctement.Voir aussiRetrouvez plus d'informations sur la démarche d'EPITA et la websérie « En vrai »L'intelligence artificielle fait l'objet de nombreuses idées fausses. © EPITAL’intelligence artificielle va tous nous remplacer… Vraiment ?Parce qu'elle contient le mot « intelligence », l’intelligence artificielle fait peur à beaucoup de monde. Aujourd'hui, d'après Pierre-Julien Grizel, responsable de la Majeure Data ScienceData Science et intelligence artificielle (SCIA) à EPITA, « l'intelligence artificielle c'est moins intelligent qu'un enfant de trois mois ». Cette erreur sémantique renforce la croyance que les robots vont dans quelques années prendre nos places et nous contrôler. L'intelligence artificielle est un outil dont l'usage va servir à remplacer ou optimiser les tâches exécutées par les Hommes.En réalité, l'intelligence artificielle n'est qu'une technologie associant logique, statistiques et mathématiques. C'est l'utilisation de cette technologie qui va rendre un objet plus « intelligent » qu'un autre car il aura été programmé par l'Homme pour cela. Mais, en aucun cas la machine développera sa propre intelligence en dehors de toute intervention humaine.Retrouvez tous les épisodes de la websérie iciIntelligence artificielle : une application possible dans de nombreux secteursL'intelligence artificielle est présente partout autour de nous dans notre vie quotidienne. Assistance vocale, GoogleGoogle Maps, GPSGPS, filtre antispams, tous ces outils relèvent et utilisent de l'intelligence artificielle. On peut aussi la retrouver dans l'agricultureagriculture, la finance, dans l'automobileautomobile avec les voitures autonomes, dans le secteur médical, le secteur militaire, la logistique, l'art, la domotiquedomotique, la justice...Qu’elle soit considérée comme une opportunité ou comme une menace, l’intelligence artificielle va continuer à se développer dans tous les secteurs d’activité et à faire débat. © sdecoret, Adobe StockLes craintes liées à l’intelligence artificielleL'intelligence artificielle fait peur car elle n'a pour seule limite que les capacités humaines à développer des programmes toujours plus élaborés. Le plus important est d'éviter les dérives que peut provoquer une telle technologie, par exemple avec la reconnaissance faciale. L'important est de donner un cadre éthique et juridique à l'utilisation de l'intelligence artificielle. Il faut voir cette technologie comme une opportunité car elle peut surtout être utilisée pour améliorer le quotidien de nombreuses personnes, que ce soit dans un travail pénible ou dans une innovation médicale.Rendez-vous la semaine prochaine pour tout savoir, « En vrai », de la robotiquerobotique d'exploration.Article réalisé en collaboration avec le groupe IONIS LendgoDon't Borrow From The Bank If You Own a Home, Do This Instead (It's Genius)Borrow without affecting your current mortgage. Lendgo|SponsoriséSponsoriséClick HereAnnulerOnline Shopping ToolsAmazon's Worst Nightmare: Thousands Canceling Prime for This Clever HackThis little-known American Shopping Tip is changing the game for families nationwide – find out how.Online Shopping Tools|SponsoriséSponsoriséLearn MoreAnnulerBarefoot VitalityNeurologists Amazed: Barefoot Shoes are The Best Thing You Can Do in 2024Discover 10 Reasons Why These Shoes have Shocked the Healthcare Industry!Barefoot Vitality|SponsoriséSponsoriséAnnulerHealth BenefitsDoctor: If You Have Tinnitus and hard of hearing, Do This ImmediatelyTinnitus and hard of hearing Discovery Leaves Doctors Speechless (Try Tonight)Health Benefits|SponsoriséSponsoriséRead MoreAnnulerBarefoot VitalitySick of Pain? These Barefoot Shoe is Favored by NeurologistsBarefoot Vitality|SponsoriséSponsoriséAnnulerTruthFinderLocate Almost Anyone By Entering Their Name (This Is Addicting!)Find Detailed Public Record Information About Someone. Search Records Quickly. Search Any Name.TruthFinder|SponsoriséSponsoriséSearch NowAnnulerDateMyAgeDating Site Where Women Message First! DateMyAge|SponsoriséSponsoriséSign UpAnnulerSeeking Health NewsCardiologists: Too Much Belly Fat? Do This Before BedTry it tonight!Seeking Health News|SponsoriséSponsoriséLearn MoreAnnulerOutfanyThis New AC Cooler Cools the Room In SecondsOutfany|SponsoriséSponsoriséShop NowAnnulerHealth Insight JournalSwollen Legs & Feet: Use This to Help Drain Edema FluidHealth Insight Journal|SponsoriséSponsoriséLearn MoreAnnulerprimenutritionsecrets.comMD: Building Muscle After 60 Comes Down To This 1 Thingprimenutritionsecrets.com|SponsoriséSponsoriséAnnulerHealthy Glucose HubOne bite of this keeps blood sugar below 100 (try tonight)Healthy Glucose Hub|SponsoriséSponsoriséAnnulerSeeking Health News1 Teaspoon Before Bed Can Burn Belly Fat Like Never BeforeTry it tonight!Seeking Health News|SponsoriséSponsoriséLearn MoreAnnuler






























par Fanny PégardRédactrice Weble 18 février 2021Comparatifs et bons plansConsoGuides TélécomsForfait 5G pas cher : 140 Go à seulement 8,99 €/mois chez NRJ MobileConsoGuides MaisonLa tondeuse à gazon MAKITA DLM432PT2 est à prix sacrifié sur Cdiscount durant les soldes d'étéConsoGuides vélos et trottinettesShengmilo S26 : ce VTT électrique descend sous la barre des 1000 € à l'occasion des soldesConsoGuides piscine et spaDécouvrez les top robots de piscine au meilleur prixConsoGuides voyageQuelles sont les top lampes frontales les plus performantes pour vos aventures nocturnes ?ConsoGuides voyageQuels sont les top gourdes filtrantes pour une hydratation saine en randonnée ?Maisonpiscine tubulaire Les meilleures piscines tubulaires 2024Santéantivol véloLes antivols vélo en test - Nos recommandationsTechtéléphone fixe sans filtéléphones fixes sans fil - notre sélectionDécouvrez tous nos bons plansContenus SponsorisésContenus SponsorisésContenus SélectionnésContenus SélectionnésVous aimerez aussiLendgoDon't Borrow From The Bank If You Own a Home, Do This Instead (It's Genius)Borrow without affecting your current mortgage. LendgoClick HereAnnulerOnline Shopping ToolsAmazon's Worst Nightmare: Thousands Canceling Prime for This Clever HackThis little-known American Shopping Tip is changing the game for families nationwide – find out how.Online Shopping ToolsLearn MoreAnnulerHealth BenefitsDoctor: If You Have Tinnitus and hard of hearing, Do This ImmediatelyTinnitus and hard of hearing Discovery Leaves Doctors Speechless (Try Tonight)Health BenefitsRead MoreAnnulerpar Taboolapar TaboolaNos articlesà lire aussiTechCybersécuritéEPITA lance « En vrai », sa web série sur les fake news : 1er épisode, cybersécurité et cyberattaqueactualité• 10/02/2021TechIntelligence artificielleIntelligence artificielle : le MIT travaille sur un réseau neuronal liquideactualité• 29/01/2021TechIntelligence artificielleQuand l'intelligence artificielle s'invite aux toilettesactualité• 03/11/2019SantéMédecineLe premier vaccin créé avec une intelligence artificielleactualité• 08/07/2019TechIntelligence artificielleLes 20 menaces les plus dangereuses de l’intelligence artificiellequestion réponse• 17/06/2023TechIntelligence artificielleIntelligence artificielle : ces pionniers qui ont révolutionné l'IAquestion réponse• 21/02/2024TechIntelligence artificielleIntelligence artificielle : quels profils pour l’entreprise de demain ?question réponse• 11/04/2020SantéCorps humainSanté et intelligence artificielle : quelle révolution nous attend ?question réponse• 17/10/2020SciencesMétiersMachine learning engineermétier• 10/06/2021PlanèteCorbeauxCorbeaux : et si leur intelligence provenait de leur enfance ?brève• 05/06/2020TechIntelligence artificielleL’intelligence artificielle, accélérateur de la transition énergétique ?brève• 01/12/2020SantéDémenceUne intelligence artificielle peut prédire une démence future en lisant sur votre visagebrève• 08/02/2021TechInternetLe groupe Ionis dévoile sa nouvelle école du numérique : Epitech Digitalbrève• 20/09/2019SantéMédecineSoleil : risques et dangers !dossier• 26/08/2021SciencesSup'BiotechIngénieur Recherche et Développementmétier• 25/12/2023La sélection de laRédactionSciencesAstronomiePratiquez les bases de l'astronomie observationnelle professionnelle avec C2PUArticleSciencesArchéologieÉgypte ancienne : les ruines de Berenike révèlent les secrets d'un port antique florissantArticleSciencesVols habitésVous souffrez de maladie cardiaque ? Voici ce que vous risquez si vous partez dans l'espaceArticleSciencesHommeLes aborigènes d’Australie perpétuent le plus vieux rituel du monde depuis 12 000 ans !ArticleSciencesArchéologieL’écocide de l’île de Pâques ne se serait en réalité jamais produit !ArticleSciencesFutura-SciencesCet été, plongez dans vos articles Futura sans interruption pour seulement 35€/anArticleSciencesSoleilLa forte activité du Soleil a-t-elle une influence sur la Terre ?ArticleSciencesArchéologieÀ la découverte d’Iram, « l’Atlantide des Sables » mentionnée dans le CoranArticleTransmettre la cultureest le plus vieux métier du mondeInscrivez-vous à la lettre d'information La quotidienne pour recevoir toutes nos dernières Actualités une fois par jour.Toutes nos lettres d’informationsEmailE-mailS'inscrireToutes nos lettres d’informationsÀ voir aussiintelligence artificielleia intelligence artificielletpe intelligence artificielleintelligence artificielle debatlogiciels intelligence artificiellelogiciel intelligence artificielleproblematique tpe intelligence artificiellemenace meteoritehomme menace biodiversiteMots ClésIngénieur IAAutomatisationIntelligence artficielleApplications de l'intelligence artificielleRisques intelligence artificielleDangers de l'intelligence artificielleÉcole Epita",,https://schema.org,BreadcrumbList,"{'@type': 'Organization', 'name': 'Futura', 'url': 'https://www.futura-sciences.com', 'logo': {'@type': 'ImageObject', 'url': 'https://www.futura-sciences.com/svg/logo-futura-light.svg', 'width': 574, 'height': 59}}",L'intelligence artificielle : opportunité ou menace ? Réponse dans l'épisode 2 de la websérie d'EPITA,"{'@type': 'ImageObject', 'url': 'https://cdn.futura-sciences.com/sources/images/intelligence_artificielle1.jpg', 'width': 2000, 'height': None}",2021-02-18,2021-03-22,"{'@type': 'Person', 'name': 'Fanny Pégard'}",,,"{'@type': 'WebPage', '@id': 'https://www.futura-sciences.com/sciences/actualites/epita-intelligence-artificielle-opportunite-menace-reponse-episode-2-webserie-epita-85704'}","[{'@type': 'ListItem', 'position': 1, 'item': {'@id': 'https://www.futura-sciences.com/sciences/skillz', 'name': 'Skillz'}}, {'@type': 'ListItem', 'position': 2, 'item': {'@id': 'https://www.futura-sciences.com/sciences/skillz/actualites', 'name': 'Actualités'}}]",,,,,"{'@type': 'WebSite', '@id': 'https://www.futura-sciences.com/#website', 'url': 'https://www.futura-sciences.com/', 'name': 'Futura', 'description': 'La référence pour s’informer, comparer et bien acheter', 'inLanguage': 'fr-FR'}","{'@type': 'BreadcrumbList', 'itemListElement': [{'@type': 'ListItem', 'position': 1, 'item': {'@type': 'WebPage', '@id': 'https://www.futura-sciences.com/sciences/', 'name': 'sciences'}}, {'@type': 'ListItem', 'position': 2, 'item': {'@type': 'WebPage', '@id': 'sciences/skillz/ecoles-formations/ecoles-ingenieurs/groupe-ionis/epita/', 'name': 'EPITA'}}, {'@type': 'ListItem', 'position': 3, 'item': {'@type': 'WebPage', '@id': 'sciences/skillz/ecoles-formations/ionis/', 'name': 'Ionis'}}, {'@type': 'ListItem', 'position': 4, 'item': {'@type': 'WebPage', '@id': 'https://www.futura-sciences.com/sciences/actualites/', 'name': 'actualités'}}, {'@type': 'ListItem', 'position': 5, 'item': {'@type': 'WebPage', '@id': 'https://www.futura-sciences.com/sciences/actualites/epita-intelligence-artificielle-opportunite-menace-reponse-episode-2-webserie-epita-85704/', 'name': ""L'intelligence artificielle : oppor""}}]}","{'@type': 'ViewAction', 'target': 'https://www.futura-sciences.com/sciences/actualites/epita-intelligence-artificielle-opportunite-menace-reponse-episode-2-webserie-epita-85704/'}"
https://news.google.com/rss/articles/CBMijQFodHRwczovL3d3dy5saW5mb2Ryb21lLmNvbS9zb2NpZXRlLzY1MjM3LWVuc2VpZ25lbWVudC1zdXBlcmlldXItdW5lLWpvdXJuZWUtZGUtbC1pbm5vdmF0aW9uLXN1ci1sYS10ZWNobm9sb2dpZS1pYS1wcmV2dWUtbGUtMTMtbWFycy1hLWFiaWRqYW7SAQA?oc=5,Enseignement supérieur : Une journée de l'innovation sur la technologie IA prévue le 13 mars à Abidjan - Linfodrome.ci,2021-02-18,Linfodrome.ci,https://www.linfodrome.com,"Site d'actualités de référence en Côte d'Ivoire. Restez informés à travers nos articles et vidéos en politique, économie, société, people, sport, santé.",N/A,"<p style=""text-align: justify;"" ><b>L’Intelligence Artificielle (IA) bouleverse nos vies et impacte nos sociétés. De nombreuses opportunités économiques se créent, ouvrant de nouvelles perspectives d’emplois et d’amélioration du niveau de vie global. Les américains ont longtemps été leaders sur le marché de l’informatique, des nouvelles technologies et de l’IA mais ils sont désormais challengés par de nombreux acteurs chinois. Face à l’ampleur du marché de l’IA, il est primordial de se poser les questions suivantes : comment l’Afrique et particulièrement la Côte d’Ivoire se prépare-t-elle face à cette autre révolution et aux différents enjeux sociaux de l’IA ? </b></p>
","<p style=""text-align: justify;"" ><b>L’Intelligence Artificielle (IA) bouleverse nos vies et impacte nos sociétés. De nombreuses opportunités économiques se créent, ouvrant de nouvelles perspectives d’emplois et d’amélioration du niveau de vie global. Les américains ont longtemps été leaders sur le marché de l’informatique, des nouvelles technologies et de l’IA mais ils sont désormais challengés par de nombreux acteurs chinois. Face à l’ampleur du marché de l’IA, il est primordial de se poser les questions suivantes : comment l’Afrique et particulièrement la Côte d’Ivoire se prépare-t-elle face à cette autre révolution et aux différents enjeux sociaux de l’IA ? </b></p>
",Société,N/A,N/A,,,,,,,,,,,,,,,,,,,,
https://news.google.com/rss/articles/CBMiiQFodHRwczovL2lzZWQtaXNkZS5jYW5hZGEuY2Evc2l0ZS9vZmZpY2UtcHJvcHJpZXRlLWludGVsbGVjdHVlbGxlLWNhbmFkYS9mci90cmFpdGVtZW50LWxpbnRlbGxpZ2VuY2UtYXJ0aWZpY2llbGxlLWFuYWx5c2Utc2l0dWF0aW9uLWNhbmFkYdIBAA?oc=5,"Traitement de l'intelligence artificielle : Analyse de la situation du Canada - Innovation, Science and Economic Development Canada",2021-02-17,"Innovation, Science and Economic Development Canada",https://ised-isde.canada.ca,De : Office de la propriété intellectuelle du Canada,N/A,N/A,N/A,N/A,N/A,"



De : Office de la propriété intellectuelle du Canada






Aperçu
Introduction
Ensemble de données
Importance internationale de la propriété intellectuelle dans le domaine de l'IA
Analyse de la situation du Canada 
Conclusion
Annexes


 


Analyse de la situation du Canada
Cette partie donne un aperçu de la contribution du Canada au domaine de l'IA en se concentrant sur les chercheurs qui ont breveté des inventions entre 1998 et 2017. La participation du Canada dans ce domaine est probablement beaucoup plus importante si l'on tient compte des chercheurs qui ont recours à des formes non officielles de PI, notamment le secret commercial et la participation à des publications scientifiques. À l'aide des renseignements extraits des données sur les brevets, ce rapport fournit un aperçu partiel du niveau d'activité global dans le domaine de l'IA.
Sur cette page

Chercheurs canadiens

Tendances en matière de dépôt de brevets
Spécialisation relative des chercheurs canadiens
Analyse comparative entre les sexes : Participation des femmes à l'activité en matière de brevets dans le domaine de l'IA


Institutions canadiennes

Spécialisation relative des institutions canadiennes
Tendances en matière de dépôt de brevets
Répartition des inventions brevetées
Grappes géographiques
Profil des institutions canadiennes qui déposent des brevets dans le domaine de l'intelligence artificielle


Notes de bas de page
Notes en fin d'ouvrage

Chercheurs canadiens
À mesure que les organisations se tournent vers le monde de l'IA en constante évolution, les chercheurs, les universitaires et les experts sont de plus en plus sollicités. Cette pression a conduit les institutions universitaires à promouvoir le financement des disciplines liées à l'IA, telles que l'informatique, l'ingénierie électrique et électronique, les mathématiques, les statistiques et les neurosciences, pour n'en citer que quelques-unes.Note de bas de page 18À leur tour, de nombreux gouvernements ont pris l'initiative de retenir les personnes formées dans leur pays tout en attirant simultanément celles qui ont été formées à l'étranger. Dans son Rapport mondial 2019 sur les talents en IA,Note de bas de page 19Element AI fait le constat suivant : « [...] le bassin de talents en IA est très mobile : environ un tiers des chercheurs travaillent pour un employeur situé dans un pays différent de celui où ils ont obtenu leur doctorat ». Au sein de ce bassin de talent, le Canada est l'un des leaders de la recherche à fort impact. Selon Element AI, un pays qui mène la recherche à fort impact est un pays où « [...] un pourcentage plus élevé que la moyenne de la réserve locale de talents apporte d'importantes contributions au domaine [...] » de l'IA. C'est ce qui explique que le Canada soit considéré comme un pays plateforme : un pays dans lequel on constate un flux entrant et sortant de talents. Les recherches présentées dans cette partie corroborent cette affirmation.
Tendances en matière de dépôt de brevets
L'activité de dépôt de brevets par les chercheurs canadiens en IA a connu des pics au cours des 20 dernières années, dont une augmentation importante au cours des cinq dernières années. La croissance annuelle moyenne de 31 % sur cette courte période est similaire au taux de croissance enregistré dans le reste du monde. Comme le montre la Figure 11, les inventions brevetées par les chercheurs canadiens ont augmenté progressivement entre 1998 et 2001, avant de connaître une forte hausse en 2002. Le Canada a connu un taux de croissance annuel moyen de 24 % entre 2005 et 2010, soit un taux légèrement plus élevé que le taux de croissance mondial de 20 % observé pendant cette période.

Figure 11 : Activité en matière de brevets des chercheurs canadiens en IA entre 1998 et 2017

Description de la figure 11 
La figure 11 comporte un graphique linéaire superposé à un graphe à barres empilées. Chaque graphique utilise un axe différent. Le graphe à barres empilées indique le nombre d'inventions brevetées par des chercheurs canadiens auprès de l'OPIC, de l'USPTO, de l'OMPI (PCT) et d'autres organismes de 1998 à 2017. Ce graphique utilise l'axe de gauche. Le graphique linéaire montre le taux de croissance annuel au cours de la même période et utilise l'axe de droite.


Figure 11 : Activité en matière de brevets des chercheurs canadiens en IA entre 1998 et 2017


Année de publication
OPIC
USPTO
OMPI (PCT)
Autres
Taux de croissance annuel




1998
4
4
4
1
-


1999
8
2
2
0
-7,69 %


2000
9
6
5
0
66,67 %


2001
4
20
5
0
45,00 %


2002
17
31
10
0
100,00 %


2003
14
29
5
1
-15,52 %


2004
12
17
10
1
-18,37 %


2005
13
15
5
1
-15,00 %


2006
12
28
9
4
55,88 %


2007
10
45
12
1
28,30 %


2008
16
40
20
3
16,18 %


2009
31
52
14
0
22,78 %


2010
14
64
18
2
1,03 %


2011
22
45
11
0
-20,41 %


2012
16
40
18
1
-3,85 %


2013
11
40
16
4
-5,33 %


2014
21
43
24
5
30,99 %


2015
16
66
23
6
19,35 %


2016
20
65
36
13
18,92 %


2017
25
138
34
14
58,33 %






Spécialisation relative des chercheurs canadiens
L'utilisation de l'indice de spécialisation relative (détails supplémentaires à l'annexe D) permet de mieux comprendre le rendement d'un pays au chapitre de l'activité en matière de brevets dans le domaine de l'IA. Cette mesure se fonde sur la concentration des inventions brevetées dans certains domaines pour permettre de comparer les secteurs technologiques entre des pays de tailles différentes. On peut ainsi déterminer la proportion d'inventions brevetées dans le domaine de l'IA par un pays parmi le nombre total d'inventions brevetées que ce dernier produit pendant une période donnée. Les pays ayant un indice supérieur à zéro sont considérés comme relativement spécialisés par rapport au reste du monde. Inversement, les pays dont l'indice est inférieur à zéro sont considérés comme n'ayant pas de spécialisation dans le domaine de l'IA. La Figure 12 intègre une dimension temporelle pour présenter l'évolution du degré de spécialisation en divisant l'ensemble de données en deux périodes de 10 ans. Il est intéressant de constater que la valeur de l'indice pour le Canada, l'Allemagne, le Japon et les États-Unis, a diminué par rapport à la première décennie.

Figure 12 : Indice de spécialisation relative par pays d'origine du chercheur en IA

Description de la figure 12 
La figure 12 présente un diagramme à barres horizontales illustrant l’indice de spécialisation relative pour les chercheurs de sept pays, dont le Canada. Chaque pays possède deux barres, la barre verte représentant les données de 2008 à 2017 et la barre bleue représentant les données de 1998 à 2007.


Figure 12 : Indice de spécialisation relative par pays d'origine du chercheur en IA


Année de publication
1998-2007
2008-2017




République de Corée
-0,56
-0,44


Allemagne
-0,06
-0,27


Japon
-0,07
-0,18


Royaume-Uni
-0,14
-0,03


Australie
0,12
0,22


Canada
0,34
0,30


États-Unis
0,40
0,35






L'indice peut être décomposé davantage par catégorie d'Applications d'IA afin de déterminer les domaines dans lesquels les chercheurs canadiens sont spécialisés. Comme le montre la Figure 13, les chercheurs canadiens sont hautement spécialisés en Représentation des connaissances et du raisonnement ainsi qu'en Traitement naturel du langage. Il est intéressant de comparer les valeurs de l'indice de spécialisation relative pour le Canada et les États-Unis, car le Canada semble s'affirmer face à un pays qui est, de manière générale, un leader mondial de l'activité en matière de brevets liés à l'IA. La question se pose alors : comment exploiter le talent des chercheurs canadiens pour faire progresser l'innovation dans ce domaine et ainsi renforcer encore cette spécialisation?

Figure 13 : Indice de spécialisation relative par Application d'IA pour les chercheurs américains et canadiens 

Description de la figure 13 
La figure 13 présente un diagramme à barres horizontales illustrant l’indice de spécialisation relative pour différentes Applications d’IA pour les chercheurs canadiens et américains. Chaque Application d’IA comporte deux barres, la barre rouge représentant le Canada et la barre bleue États-Unis.


Figure 13: Revealed Specialization Index by AI Applications for American and Canadian researchers


Application d'IA
ISR Canada
ISR États-Unis




Intelligence artificielle distribuée
-0,55
-0,65


Planification et ordonnancement
-0,17
-0,28


Méthodes de contrôle
-0,02
0,12


Traitement de la parole
0,09
-0,06


Analyse prédictive
0,08
0,32


Robotique
0,42
0,34


Représentation des connaissances et raisonnement
0,48
0,29


Vision informatique
0,43
1,72


Traitement du langage naturel
1,32
2,41






En ce qui concerne le nombre absolu d'inventions brevetées, il est rassurant de constater que les chercheurs canadiens sont des déposants prolifiques dans leurs domaines de spécialisation. Ce n'est pas toujours le cas, notamment dans la Robotique où les chercheurs canadiens ne détiennent pas beaucoup d'inventions brevetées, mais sont considérés comme spécialisés dans ce domaine par rapport aux chercheurs d'autres pays qui déposent un nombre proportionnellement plus faible d'inventions brevetées.

Figure 14 : Évolution du nombre d'inventions brevetées par les chercheurs canadiens dans diverses Applications d'IA 

Description de la figure 14 
La figure 14 est une carte montrant l'évolution du nombre d'inventions brevetées par les chercheurs canadiens par Application d'IA (classées de la plus grande à la plus faible activité : Vision par ordinateur, Traitement du langage naturel, Représentation des connaissances et raisonnement, Méthodes de contrôle, Traitement de la parole, Planification et ordonnancement, Analyse prédictive, Robotique et Intelligence artificielle distribuée) de 1998 à 2017. Toutes les Applications d'IA ont été représentées dans des nuances de bleu.


Figure 14 : Évolution du nombre d'inventions brevetées par les chercheurs canadiens dans diverses Applications d'IA


Application d'IA
1998
1999
2000
2001
2002
2003
2004
2005
2006
2007
2008
2009
2010
2011
2012
2013
2014
2015
2016
2017




Vision par ordinateur
1
1
0
1
6
6
2
6
4
3
5
16
8
6
5
14
6
11
11
38


Méthodes de contrôle
2
0
2
0
3
0
2
2
1
0
3
7
2
1
0
0
3
2
6
6


Intelligence artificielle distribuée
1
0
0
0
0
1
0
1
0
0
0
0
1
0
0
1
0
4
1
2


Représentation des connaissances et raisonnement
1
0
0
0
3
0
1
2
2
3
2
5
7
3
9
10
5
2
15
24


Traitement du langage naturel
1
0
2
1
0
1
5
1
0
1
6
12
5
5
4
6
8
11
19
16


Planification et ordonnancement
0
0
0
0
2
1
0
1
1
1
1
2
4
3
2
1
3
0
2
4


Analyse prédictive
0
0
0
0
0
0
1
0
1
0
1
0
1
1
0
1
2
1
2
7


Robotique
0
0
0
0
0
1
0
0
0
0
1
2
2
0
1
0
1
1
0
4


Traitement de la parole
0
0
1
2
3
1
0
2
1
2
0
1
2
0
3
0
3
2
2
4






Les principaux chercheurs canadiens qui sont titulaire d'inventions brevetées liées au domaine de l'IA sont présentés à la Figure 15 ci-dessous. L'institution de chaque chercheur et son principal domaine d'expertise sont indiqués respectivement en bleu et en rouge. Il est intéressant de noter que 93 % des institutions canadiennes comptent au moins un chercheur canadien titulaire d'une invention brevetée inclus dans cet ensemble de données. Cependant, seulement 51 % des chercheurs canadiens dans le domaine de l'IA sont rattachés à des institutions canadiennes ou à une filiale canadienne d'une société multinationale. Si l'on se concentre sur les 10 principaux chercheurs, seuls deux sont rattachés à des institutions internationales. Les chercheurs canadiens qui déposent le plus de brevets sont très présents au Canada et travaillent pour des entreprises reconnues, comme Primal AI et D-Wave Systems Inc.

Figure 15 : Principaux chercheurs canadiens avec mention de leur institution d'attache (en bleu) et de leur principal domaine d'expertise (en rouge)

Description de la figure 15 
